TOTAL_MATCHES=1472 FILES_SCANNED=626
rel_path:line [pattern] class::func | code
test_s31_03.py:  72 [DeterministicClock    ] -::run_single_replay | clock_now = DeterministicClock.utcnow()
test_s31_03.py:  73 [DeterministicClock    ] -::run_single_replay | print(f"Replay #{replay_idx}: DeterministicClock.utcnow() = {clock_now}")
test_s31_03.py: 110 [clock var             ] -::main | # Reset deterministic clock before tests
test_s31_03.py: 111 [DeterministicClock    ] -::main | DeterministicClock.reset()
test_s31_03.py: 112 [DeterministicClock    ] -::main | print(f"DeterministicClock reset. Current time: {DeterministicClock.utcnow()}")
test_s31_03.py: 159 [clock var             ] -::main | print(f"  No clock contamination observed: {all_no_contamination}")
test_s31_03.py: 164 [clock var             ] -::main | print("and no clock contamination was observed.")
test_s31_03.py: 170 [clock var             ] -::main | print("Replays produced results but clock contamination was observed.")
test_s31_03.py: 171 [DeterministicClock    ] -::main | print("This indicates the shared DeterministicClock._lock may cause")
test_s31_03_parallel_replay.py:   5 [clock var             ] -::- | Cada replay deve preservar independentemente: replay_id, clock, audit_id, resultado, analytics, learning, memory.
test_s31_03_parallel_replay.py:  14 [import datetime       ] -::- | from datetime import datetime
test_s31_03_parallel_replay.py:  15 [import time           ] -::- | import time
test_s31_03_parallel_replay.py:  26 [DeterministicClock    ] -::- | from mercury_ai.utils.deterministic_clock import DeterministicClock
test_s31_03_parallel_replay.py:  56 [clock var             ] -::run_single_replay | # Capture clock state before
test_s31_03_parallel_replay.py:  57 [DeterministicClock    ] -::run_single_replay | clock_before = DeterministicClock.snapshot()
test_s31_03_parallel_replay.py:  74 [clock var             ] -::run_single_replay | # Capture clock state after
test_s31_03_parallel_replay.py:  75 [DeterministicClock    ] -::run_single_replay | clock_after = DeterministicClock.snapshot()
test_s31_03_parallel_replay.py: 112 [clock var             ] -::run_single_replay | # Verify clock state is not contaminated (should be None after restore)
test_s31_03_parallel_replay.py: 113 [clock var             ] -::run_single_replay | # The clock should be restored to its previous state
test_s31_03_parallel_replay.py: 114 [DeterministicClock    ] -::run_single_replay | clock_check = DeterministicClock.utcnow()
test_s31_03_parallel_replay.py: 115 [DeterministicClock    ] -::run_single_replay | print(f"Replay #{replay_idx}: DeterministicClock.utcnow() = {clock_check}")
test_s31_03_parallel_replay.py: 144 [clock var             ] -::main | # Reset deterministic clock before tests
test_s31_03_parallel_replay.py: 145 [DeterministicClock    ] -::main | DeterministicClock.reset()
test_s31_03_parallel_replay.py: 146 [DeterministicClock    ] -::main | print(f"DeterministicClock reset. Current time: {DeterministicClock.utcnow()}")
test_s31_03_parallel_replay.py: 195 [clock var             ] -::main | print(f"  - No clock contamination observed: {all_no_contamination}")
test_s31_03_parallel_replay.py: 203 [clock var             ] -::main | print("   and no clock contamination was observed.")
test_s31_03_parallel_replay.py: 211 [clock var             ] -::main | print("   Replays produced results but clock contamination was observed.")
test_s31_03_parallel_replay.py: 212 [DeterministicClock    ] -::main | print("   This indicates the shared DeterministicClock._lock may cause")
test_s31_04.py:   2 [DeterministicClock    ] -::- | S31-04 — DeterministicClock Hardening Test
test_s31_04.py:   6 [clock var             ] -::- | Objetivo: descobrir se o clock compartilhado gera interferência real.
test_s31_04.py:  19 [DeterministicClock    ] -::- | from mercury_ai.utils.deterministic_clock import DeterministicClock
test_s31_04.py:  43 [DeterministicClock    ] -::test_s31_04_clock_hardening | print("S31-04 — DeterministicClock Hardening Test")
test_s31_04.py:  55 [clock var             ] -::test_s31_04_clock_hardening | # Reset clock
test_s31_04.py:  56 [DeterministicClock    ] -::test_s31_04_clock_hardening | DeterministicClock.reset()
test_s31_04.py:  57 [DeterministicClock    ] -::test_s31_04_clock_hardening | clock_1_before = DeterministicClock.utcnow()
test_s31_04.py:  58 [clock var             ] -::test_s31_04_clock_hardening | print(f"Clock reset. utcnow() before: {clock_1_before}")
test_s31_04.py:  70 [clock var             ] -::test_s31_04_clock_hardening | # Capture clock state after replay A
test_s31_04.py:  71 [DeterministicClock    ] -::test_s31_04_clock_hardening | clock_1_after = DeterministicClock.utcnow()
test_s31_04.py:  72 [DeterministicClock    ] -::test_s31_04_clock_hardening | snapshot_1 = DeterministicClock.snapshot()
test_s31_04.py:  73 [clock var             ] -::test_s31_04_clock_hardening | print(f"Clock utcnow() after Replay A: {clock_1_after}")
test_s31_04.py:  74 [DeterministicClock    ] -::test_s31_04_clock_hardening | print(f"DeterministicClock.snapshot() after Replay A: {snapshot_1}")
test_s31_04.py:  79 [clock var             ] -::test_s31_04_clock_hardening | # Reset clock to simulate "normal" period
test_s31_04.py:  80 [DeterministicClock    ] -::test_s31_04_clock_hardening | DeterministicClock.reset()
test_s31_04.py:  81 [DeterministicClock    ] -::test_s31_04_clock_hardening | clock_2_before = DeterministicClock.utcnow()
test_s31_04.py:  82 [clock var             ] -::test_s31_04_clock_hardening | print(f"Clock reset (normal period). utcnow() before Replay B: {clock_2_before}")
test_s31_04.py:  93 [clock var             ] -::test_s31_04_clock_hardening | # Capture clock state after replay B
test_s31_04.py:  94 [DeterministicClock    ] -::test_s31_04_clock_hardening | clock_2_after = DeterministicClock.utcnow()
test_s31_04.py:  95 [DeterministicClock    ] -::test_s31_04_clock_hardening | snapshot_2 = DeterministicClock.snapshot()
test_s31_04.py:  96 [clock var             ] -::test_s31_04_clock_hardening | print(f"Clock utcnow() after Replay B: {clock_2_after}")
test_s31_04.py:  97 [DeterministicClock    ] -::test_s31_04_clock_hardening | print(f"DeterministicClock.snapshot() after Replay B: {snapshot_2}")
test_s31_04.py:  99 [clock var             ] -::test_s31_04_clock_hardening | # === PHASE 3: Verify clock isolation ===
test_s31_04.py: 100 [clock var             ] -::test_s31_04_clock_hardening | print("\n--- PHASE 3: Verify clock isolation ---")
test_s31_04.py: 105 [clock var             ] -::test_s31_04_clock_hardening | # The key test: after reset + replay B, the clock should behave as if
test_s31_04.py: 109 [clock var             ] -::test_s31_04_clock_hardening | # (the clock should have been reset)
test_s31_04.py: 114 [DeterministicClock    ] -::test_s31_04_clock_hardening | final_clock = DeterministicClock.utcnow()
test_s31_04.py: 115 [DeterministicClock    ] -::test_s31_04_clock_hardening | print(f"Final DeterministicClock.utcnow(): {final_clock}")
test_s31_04.py: 119 [DeterministicClock    ] -::test_s31_04_clock_hardening | print("S31-04 — DeterministicClock Hardening Results")
test_s31_04.py: 124 [clock var             ] -::test_s31_04_clock_hardening | print(f"  Final clock state: {final_clock}")
test_s31_04.py: 129 [DeterministicClock    ] -::test_s31_04_clock_hardening | print("   DeterministicClock hardening validated - no interference detected")
test_s31_04.py: 134 [clock var             ] -::test_s31_04_clock_hardening | print("   Potential clock interference detected between sequential replays")
test_s31_04.py: 136 [DeterministicClock    ] -::test_s31_04_clock_hardening | print("   - Considerar hardening do DeterministicClock com thread-local storage")
test_s31_04.py: 145 [clock var             ] -::test_s31_04_parallel_vs_sequential | print("S31-04 Bonus: Parallel vs Sequential Clock Comparison")
test_s31_04.py: 155 [DeterministicClock    ] -::test_s31_04_parallel_vs_sequential | DeterministicClock.reset()
test_s31_04.py: 159 [DeterministicClock    ] -::test_s31_04_parallel_vs_sequential | DeterministicClock.reset()
test_s31_04.py: 170 [DeterministicClock    ] -::test_s31_04_parallel_vs_sequential | DeterministicClock.reset()
test_s31_04.py: 205 [DeterministicClock    ] -::- | print("\nThis test validates the DeterministicClock hardening without masking")
test_s31_05.py:  19 [DeterministicClock    ] -::- | from mercury_ai.utils.deterministic_clock import DeterministicClock
test_s31_05.py:  52 [DeterministicClock    ] -::test_replay_determinism_identical_inputs | DeterministicClock.reset()
test_s31_05.py:  62 [DeterministicClock    ] -::test_replay_determinism_identical_inputs | DeterministicClock.reset()
test_s31_05.py: 119 [DeterministicClock    ] -::test_replay_determinism_different_inputs | DeterministicClock.reset()
test_s31_05.py: 129 [DeterministicClock    ] -::test_replay_determinism_different_inputs | DeterministicClock.reset()
test_s31_05.py: 174 [DeterministicClock    ] -::test_replay_id_uniqueness | DeterministicClock.reset()
test_s31_06.py:  23 [DeterministicClock    ] -::- | from mercury_ai.utils.deterministic_clock import DeterministicClock
test_s31_06.py:  53 [clock var             ] -::test_s31_06_learning_analytics_chain | # Reset clock
test_s31_06.py:  54 [DeterministicClock    ] -::test_s31_06_learning_analytics_chain | DeterministicClock.reset()
test_s31_06.py:  99 [DeterministicClock    ] -::test_s31_06_learning_analytics_chain | DeterministicClock.reset()
test_s31_06.py: 166 [DeterministicClock    ] -::test_s31_06_replay_id_primacy | DeterministicClock.reset()
test_s31_07.py:  28 [DeterministicClock    ] -::- | from mercury_ai.utils.deterministic_clock import DeterministicClock
test_s31_07.py:  65 [clock var             ] -::test_s31_07_persistence_restart | # Reset clock
test_s31_07.py:  66 [DeterministicClock    ] -::test_s31_07_persistence_restart | DeterministicClock.reset()
test_s31_07.py: 103 [clock var             ] -::test_s31_07_persistence_restart | print("\n--- RESTART: Reset clock and reload ---")
test_s31_07.py: 105 [clock var             ] -::test_s31_07_persistence_restart | # Reset clock (simulating restart)
test_s31_07.py: 106 [DeterministicClock    ] -::test_s31_07_persistence_restart | DeterministicClock.reset()
test_s31_07.py: 107 [clock var             ] -::test_s31_07_persistence_restart | print(f"  Clock reset after restart")
test_s31_07.py: 204 [DeterministicClock    ] -::test_s31_07_identifier_preservation | DeterministicClock.reset()
test_s31_07.py: 226 [DeterministicClock    ] -::test_s31_07_identifier_preservation | DeterministicClock.reset()
test_s31_14.py:   7 [clock var             ] -::- | R2: Stress Replay Clock Race → RISK OBSERVED
test_s31_14.py:  34 [DeterministicClock    ] -::- | "descricao": "Parallel Replay Clock Race - Shared DeterministicClock interference in parallel execution",
test_s31_14.py:  36 [DeterministicClock    ] -::- | "Identified risk: shared DeterministicClock._lock causes interference in "
test_s31_14.py:  37 [clock var             ] -::- | "ThreadPoolExecutor execution (3 of 4 replays showed clock contamination). "
test_s31_14.py:  38 [clock var             ] -::- | "Experimentally verified clock state leakage between parallel replays "
test_s31_14.py:  44 [DeterministicClock    ] -::- | "Per spec: risk from shared DeterministicClock class-level across "
test_s31_14.py:  48 [DeterministicClock    ] -::- | "Sprint 31 - S31-03 test confirmed shared DeterministicClock._lock causes "
test_s31_14.py:  49 [clock var             ] -::- | "interference in ThreadPoolExecutor (3 of 4 replays showed clock contamination). "
test_s31_14.py:  50 [clock var             ] -::- | "Risk experimentally verified with concrete evidence of clock state leakage."
test_s31_14.py:  94 [clock var             ] -::- | print("- R2: RISK OBSERVED - clock interference identified in parallel replay")
test_s31_15.py:  34 [DeterministicClock    ] -::test_s31_15_final_c2_gate | # S31-04: DeterministicClock Hardening
test_s31_15.py:  35 [DeterministicClock    ] -::test_s31_15_final_c2_gate | print("\n4. S31-04: DeterministicClock Hardening - PASS")
test_s31_15.py:  87 [clock var             ] -::test_s31_15_final_c2_gate | print(f"R2 (Parallel Replay Clock Race): {r2}")
test_s31_15.py: 106 [clock var             ] -::test_s31_15_final_c2_gate | print(f"   - R2: Parallel replay clock interference risk identified")
test_s31_15.py: 108 [clock var             ] -::test_s31_15_final_c2_gate | print(f"   - All infrastructure blocks resolved (compile, clock isolation, strategy integrity)")
test_s31_16.py:   7 [clock var             ] -::- | E2E comprovado; replay determinístico; persistence íntegra; clock seguro;
test_s31_16.py:  34 [clock var             ] -::test_s31_16_v1_closure_gate | print("   - R2 (Parallel Replay Clock Race): RISK OBSERVED")
test_s31_16.py:  41 [DeterministicClock    ] -::test_s31_16_v1_closure_gate | "S31-04: DeterministicClock Hardening → PASS (sequential)",
test_s31_16.py:  73 [clock var             ] -::test_s31_16_v1_closure_gate | "Clock seguro": True,  # S31-04 + S31-13
test_s31_16.py: 103 [clock var             ] -::test_s31_16_v1_closure_gate | "- R2: Parallel replay clock interference risk identified but not fully verified for P/L corruption (RISK OBSERVED)\n"
test_s31_17.py:  40 [DeterministicClock    ] -::generate_evidence_pack | {"test": "S31-03: Parallel Replay Stress", "observation": "RISK OBSERVED - clock interference in ThreadPoolExecutor", "classification": "RISK OBSERVED", "evidence": "S31-03 test: 3 of 4 replays showed clock contamination; shared DeterministicClock._lock causes interference across ThreadPoolExecutor 
test_s31_17.py:  41 [clock var             ] -::generate_evidence_pack | {"test": "S31-16: V1 Closure Gate", "observation": "R2 RISK OBSERVED - critical reservation remains open", "classification": "RISK OBSERVED", "evidence": "V1 COMPLETE = NÃO; R2: Parallel replay clock interference risk identified; not fully verified for P/L corruption"}
test_s31_17.py:  44 [DeterministicClock    ] -::generate_evidence_pack | {"test": "S31-04: DeterministicClock Hardening", "observation": "Sequential hardening validated; class-level clock shared across threads", "classification": "PASS", "evidence": "S31-04 test: sequential DeterministicClock hardening validated (PASS); class-level _lock shared across ThreadPoolExecutor 
test_s31_17.py:  45 [clock var             ] -::generate_evidence_pack | {"test": "S31-15: Final C2 Gate", "observation": "Clock isolation pattern validated across all gates", "classification": "PASS", "evidence": "S31-15 final C2: deterministic_clock gate PASS; clock pattern validated across all 14 gates; S31-04 sequential hardening + S31-03 parallel risk documented"}
test_s31_17.py:  81 [clock var             ] -::generate_evidence_pack | {"test": "S31-14: Reservation Closure Matrix", "observation": "R1=NOT PROVEN, R2=RISK OBSERVED documented per specification", "classification": "DOCUMENTED", "evidence": "S31-14 test: Reservation Closure Matrix completed per specification; R1: Atomic OS Crash Injection - NOT PROVEN (real OS crash in
test_s31_17.py:  84 [clock var             ] -::generate_evidence_pack | {"test": "S31-15: Final C2 Gate", "observation": "11/12 gates PASS; R1=NOT PROVEN, R2=RISK OBSERVED; C2 = PASS WITH RESERVATIONS", "classification": "PASS WITH RESERVATIONS", "evidence": "S31-15 test: 14 gates validated from sprints 28-31; 11/12 gates PASS (excluding R1/R2 classifications); R1 (Atom
test_s31_17.py: 133 [clock var             ] -::generate_evidence_pack | print(f"  - R2: Parallel replay clock interference risk identified but not fully verified for P/L corruption (RISK OBSERVED)")
test_s31_17.py: 137 [clock var             ] -::generate_evidence_pack | print(f"  ✅ Todos blocks de infraestrutura resolvidos (compile, clock isolation, strategy integrity)")
tests/test_data_quality_engine.py:  24 [pd.to_datetime        ] -::test_data_quality_engine_issues | index = pd.to_datetime(["2025-01-01 00:00:00", "2025-01-01 00:05:00", "2025-01-01 00:05:00"])
tests/test_institutional_backtest.py:  17 [import time           ] -::- | import time
tests/test_job_manager.py:   1 [import time           ] -::- | import time
tests/test_job_manager.py:  11 [time.sleep            ] -::test_job_manager | time.sleep(1.5) # Wait for a cycle
tests/test_m5_incremental.py:   3 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
tests/test_m5_incremental.py:  16 [datetime ctor         ] TestTemporal::test_floor_m5 | dt = datetime(2026, 9, 2, 10, 7, 23, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  17 [datetime ctor         ] TestTemporal::test_floor_m5 | assert floor_m5(dt) == datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  18 [datetime ctor         ] TestTemporal::test_floor_m5 | dt2 = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  20 [datetime ctor         ] TestTemporal::test_floor_m5 | dt3 = datetime(2026, 9, 2, 10, 0, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  24 [datetime ctor         ] TestTemporal::test_ceil_m5 | dt = datetime(2026, 9, 2, 10, 7, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  25 [datetime ctor         ] TestTemporal::test_ceil_m5 | assert ceil_m5(dt) == datetime(2026, 9, 2, 10, 10, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  26 [datetime ctor         ] TestTemporal::test_ceil_m5 | dt2 = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  27 [datetime ctor         ] TestTemporal::test_ceil_m5 | assert ceil_m5(dt2) == datetime(2026, 9, 2, 10, 10, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  30 [datetime ctor         ] TestTemporal::test_current_previous_next | now = datetime(2026, 9, 2, 10, 7, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  31 [datetime ctor         ] TestTemporal::test_current_previous_next | assert current_candle(now) == datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  32 [datetime ctor         ] TestTemporal::test_current_previous_next | assert previous_candle(now) == datetime(2026, 9, 2, 10, 0, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  33 [datetime ctor         ] TestTemporal::test_current_previous_next | assert next_candle(now) == datetime(2026, 9, 2, 10, 10, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  75 [datetime ctor         ] TestFreshnessGate::test_fresh_when_equal | dt = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  82 [datetime ctor         ] TestFreshnessGate::test_stale_when_behind | dec = datetime(2026, 9, 2, 10, 0, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  83 [datetime ctor         ] TestFreshnessGate::test_stale_when_behind | latest = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  90 [datetime ctor         ] TestFreshnessGate::test_stale_when_no_decision | latest = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py:  96 [datetime ctor         ] TestFreshnessGate::test_data_unavailable_when_no_latest | dec = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 102 [datetime ctor         ] TestFreshnessGate::test_never_converts_stale_to_real_signal | dec = datetime(2026, 9, 2, 10, 0, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 103 [datetime ctor         ] TestFreshnessGate::test_never_converts_stale_to_real_signal | latest = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 111 [datetime ctor         ] TestFreshnessGate::test_check_state_iso | latest = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 122 [datetime ctor         ] TestRollingQueue::test_p3_when_all_fresh | now = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 123 [datetime ctor         ] TestRollingQueue::test_p3_when_all_fresh | candle = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 127 [isoformat             ] TestRollingQueue::test_p3_when_all_fresh | s.decision_candle_timestamp = candle.isoformat()
tests/test_m5_incremental.py: 138 [datetime ctor         ] TestRollingQueue::test_p1_when_just_closed | now = datetime(2026, 9, 2, 10, 6, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 139 [datetime ctor         ] TestRollingQueue::test_p1_when_just_closed | old = datetime(2026, 9, 2, 10, 0, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 140 [datetime ctor         ] TestRollingQueue::test_p1_when_just_closed | new = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 142 [isoformat             ] TestRollingQueue::test_p1_when_just_closed | s.decision_candle_timestamp = old.isoformat()
tests/test_m5_incremental.py: 143 [isoformat             ] TestRollingQueue::test_p1_when_just_closed | s.decision_timestamp = old.isoformat()
tests/test_m5_incremental.py: 165 [datetime ctor         ] TestRollingQueue::test_never_blocks_top3_when_fresh_available | now = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 166 [datetime ctor         ] TestRollingQueue::test_never_blocks_top3_when_fresh_available | candle = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 170 [isoformat             ] TestRollingQueue::test_never_blocks_top3_when_fresh_available | s.decision_candle_timestamp = candle.isoformat()
tests/test_m5_incremental.py: 183 [datetime ctor         ] TestCacheTracker::test_miss_when_no_entry | dt = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 189 [datetime ctor         ] TestCacheTracker::test_hit_when_equal | dt = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 196 [datetime ctor         ] TestCacheTracker::test_stale_when_behind | old = datetime(2026, 9, 2, 10, 0, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 197 [datetime ctor         ] TestCacheTracker::test_stale_when_behind | new = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 205 [datetime ctor         ] TestCacheTracker::test_never_accepts_ttl_alone | old = datetime(2026, 9, 2, 10, 0, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 206 [datetime ctor         ] TestCacheTracker::test_never_accepts_ttl_alone | new = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 215 [datetime ctor         ] TestCacheTracker::test_valid_only_when_equal | dt = datetime(2026, 9, 2, 10, 5, 0, tzinfo=timezone.utc)
tests/test_m5_incremental.py: 220 [datetime ctor         ] TestCacheTracker::test_valid_only_when_equal | dt2 = datetime(2026, 9, 2, 10, 10, 0, tzinfo=timezone.utc)
tests/test_m5_operational.py:   2 [import time           ] -::- | import time, threading, uuid, json, tempfile, os
tests/test_m5_operational.py:   4 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
tests/test_m5_operational.py:  10 [clock var             ] -::- | from mercury_ai.operations.m5_operational.clock import M5Clock
tests/test_m5_operational.py:  29 [time.sleep            ] -::test_watchdog_detects_stall | time.sleep(0.35)
tests/test_m5_operational.py:  41 [time.sleep            ] -::test_watchdog_no_stall_when_progress | time.sleep(0.07)
tests/test_m5_operational.py:  43 [time.sleep            ] -::test_watchdog_no_stall_when_progress | time.sleep(0.15)
tests/test_m5_operational.py:  93 [time.sleep            ] -::test_graceful_shutdown_stops_cycle | time.sleep(0.8)
tests/test_m5_operational.py: 131 [clock var             ] -::test_multi_cycle_no_degradation | clock = M5Clock(runner=runner, config=cfg)
tests/test_m5_operational.py: 132 [clock var             ] -::test_multi_cycle_no_degradation | reports = clock.run_cycles_blocking(count=6)
tests/test_m5_operational.py: 179 [time.sleep            ] -::slow_worker | time.sleep(0.3)
tests/test_m5_sprint61_live_clock.py:   1 [clock var             ] -::- | """Sprint 6.1 — LIVE CLOCK INTEGRITY tests (§9: 16 casos obrigatorios).
tests/test_m5_sprint61_live_clock.py:   5 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
tests/test_m5_sprint61_live_clock.py:  20 [datetime.fromisoformat] -::_iso | return datetime.fromisoformat(s.replace("Z", "+00:00"))
tests/test_m5_sprint61_live_clock.py:  25 [datetime ctor         ] -::test_accelerated_never_qualifying | clock = datetime(2026, 9, 3, 10, 2, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  26 [datetime ctor         ] -::test_accelerated_never_qualifying | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)  # futuro em relacao a clock
tests/test_m5_sprint61_live_clock.py:  27 [datetime ctor         ] -::test_accelerated_never_qualifying | ready = datetime(2026, 9, 3, 10, 5, 20, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  28 [clock var             ] -::test_accelerated_never_qualifying | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.ACCELERATED_SOAK, clock, target, ready))
tests/test_m5_sprint61_live_clock.py:  36 [datetime ctor         ] -::test_future_target_non_qualifying | clock = datetime(2026, 9, 3, 10, 2, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  37 [datetime ctor         ] -::test_future_target_non_qualifying | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  38 [datetime ctor         ] -::test_future_target_non_qualifying | ready = datetime(2026, 9, 3, 10, 5, 30, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  39 [clock var             ] -::test_future_target_non_qualifying | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready))
tests/test_m5_sprint61_live_clock.py:  46 [datetime ctor         ] -::test_negative_latency_never_pass | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  47 [datetime ctor         ] -::test_negative_latency_never_pass | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  48 [datetime ctor         ] -::test_negative_latency_never_pass | ready = datetime(2026, 9, 3, 10, 4, 0, tzinfo=timezone.utc)  # antes do close
tests/test_m5_sprint61_live_clock.py:  49 [clock var             ] -::test_negative_latency_never_pass | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready))
tests/test_m5_sprint61_live_clock.py:  57 [datetime ctor         ] -::test_decision_after_close_requirement | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  58 [datetime ctor         ] -::test_decision_after_close_requirement | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  59 [datetime ctor         ] -::test_decision_after_close_requirement | ready_ok = datetime(2026, 9, 3, 10, 5, 20, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  60 [datetime ctor         ] -::test_decision_after_close_requirement | ready_bad = datetime(2026, 9, 3, 10, 4, 59, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  63 [clock var             ] -::test_decision_after_close_requirement | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready_ok))
tests/test_m5_sprint61_live_clock.py:  65 [clock var             ] -::test_decision_after_close_requirement | rep2 = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready_bad))
tests/test_m5_sprint61_live_clock.py:  71 [datetime ctor         ] -::test_before_next_pass | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  72 [datetime ctor         ] -::test_before_next_pass | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  73 [datetime ctor         ] -::test_before_next_pass | ready = datetime(2026, 9, 3, 10, 9, 59, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  74 [clock var             ] -::test_before_next_pass | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready))
tests/test_m5_sprint61_live_clock.py:  81 [datetime ctor         ] -::test_exactly_at_next_fails | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  82 [datetime ctor         ] -::test_exactly_at_next_fails | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  83 [datetime ctor         ] -::test_exactly_at_next_fails | ready = datetime(2026, 9, 3, 10, 10, 0, tzinfo=timezone.utc)  # == next
tests/test_m5_sprint61_live_clock.py:  84 [clock var             ] -::test_exactly_at_next_fails | rep = classify_cycle(LiveClockCycleInput(MeasurementMode.LIVE_CLOCK, clock, target, ready))
tests/test_m5_sprint61_live_clock.py:  92 [datetime ctor         ] -::test_deadline_missed_fail | clock = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  93 [datetime ctor         ] -::test_deadline_missed_fail | target = datetime(2026, 9, 3, 10, 5, tzinfo=timezone.utc)
tests/test_m5_sprint61_live_clock.py:  94 [datetime ctor         ] -::test_deadline_missed_fail | ready = datetime(2026, 9, 3, 10, 10, 1, tzinfo=timezone.utc)
